NAME,DATE,PRCP,AWND,PGTM,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT08,State,Year,Value,High Wind,Flood,Heat,Strong Wind,Excessive Heat,Cold/Wind Chill
"YORK AIRPORT, PA US",5/11/2014,0.02,2.46,335,64,44,240,230,10.1,17,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",6/11/2014,0.92,4.25,1629,54,43,140,20,12.1,16.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",7/11/2014,0,10.74,1253,51,30,310,320,31.1,44.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",8/11/2014,0,4.47,1153,49,26,200,200,13,19.9,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",9/11/2014,0,2.68,918,55,30,280,270,16.1,21,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",10/11/2014,0,2.24,1606,64,29,150,150,13,17,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",11/11/2014,0,2.01,1338,69,29,200,200,12.1,19.9,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",12/11/2014,0,6.93,1104,62,30,310,310,21,28,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",13/11/2014,0.08,3.36,2353,42,27,300,290,15,19.9,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",14/11/2014,0,8.95,1243,40,27,300,310,23,30,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",15/11/2014,0,4.25,1251,42,23,310,290,14.1,18.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",16/11/2014,0.13,4.47,1134,43,27,210,210,13,19,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",17/11/2014,0.39,5.37,2147,47,35,290,290,21,32,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",18/11/2014,0,14.32,1128,35,20,280,290,25.1,35.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",19/11/2014,0,6.49,103,33,16,280,280,15,19.9,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",20/11/2014,0,8.72,1520,47,26,280,270,21.9,29.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",21/11/2014,0,7.38,831,35,14,290,290,21,28,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",22/11/2014,0,2.91,1200,44,12,200,210,15,19,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",23/11/2014,0.06,4.25,2120,60,28,150,140,14.1,19.9,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",24/11/2014,0.22,11.63,152,69,52,200,140,23,35.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",25/11/2014,0,6.26,339,63,31,300,310,18.1,23.9,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",26/11/2014,0.57,5.37,847,41,33,50,50,12.1,14.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",27/11/2014,0.01,2.91,2347,38,27,280,260,15,21,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",28/11/2014,0,5.82,1219,35,20,300,300,18.1,23,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",29/11/2014,0,3.8,1328,41,19,140,140,12.1,17,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",30/11/2014,0,2.01,2131,57,34,190,200,14.1,19.9,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",1/12/2014,0.25,6.71,1508,68,39,350,350,18.1,21.9,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",2/12/2014,0.32,6.04,6,40,32,10,10,14.1,17,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",3/12/2014,0.04,4.25,1156,47,28,190,190,15,21,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",4/12/2014,0,3.13,957,43,27,290,290,14.1,18.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",5/12/2014,0.24,4.03,1329,41,37,150,140,10.1,13,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",6/12/2014,0.58,4.92,2343,46,39,360,350,18.1,25.9,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",7/12/2014,0,8.95,321,46,24,350,350,19.9,27.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",8/12/2014,0,5.82,922,32,23,50,90,12.1,14.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",9/12/2014,0.5,8.72,2233,44,30,310,320,16.1,21.9,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",10/12/2014,0,13.2,1132,47,33,310,300,23.9,32,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",11/12/2014,0,10.07,1109,35,31,270,270,19.9,29.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",12/12/2014,0,6.71,1238,41,28,310,310,16.1,21.9,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",13/12/2014,0,5.37,1242,41,24,320,320,16.1,19.9,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",14/12/2014,0,4.25,1344,49,28,320,320,14.1,18.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",15/12/2014,0,3.36,150,51,29,350,340,10.1,14.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",16/12/2014,0.35,3.13,1201,45,26,110,100,10.1,13,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",17/12/2014,0,9.17,1425,52,37,300,300,23.9,31.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",18/12/2014,0,10.51,37,37,33,310,320,18.1,25.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",19/12/2014,0,7.61,1215,41,23,300,290,16.1,21.9,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",20/12/2014,0,2.91,533,36,22,290,330,8.1,10.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",21/12/2014,0,2.68,1111,38,19,360,10,13,16.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",22/12/2014,0.15,2.01,1935,34,16,280,280,8.1,11,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",23/12/2014,0.13,1.34,255,48,34,280,280,8.9,11,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",24/12/2014,0.6,3.36,2334,58,46,210,200,17,25.9,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",25/12/2014,0.06,9.4,744,58,30,280,280,23,30,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",26/12/2014,0,2.46,41,50,25,270,250,8.1,12.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",27/12/2014,0,1.12,1506,60,24,210,190,8.1,10.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",28/12/2014,0,3.58,2041,55,40,330,320,12.1,17,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",29/12/2014,0,3.13,1430,45,22,320,330,8.9,13,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",30/12/2014,0,3.58,1310,37,17,330,330,12.1,14.1,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",31/12/2014,0,7.16,2334,32,17,290,240,15,19.9,1,1,1,1,PENNSYLVANIA,2014,"26,700",0,0,0,0,0,0
"YORK AIRPORT, PA US",1/1/2015,0,8.72,1115,41,23,210,240,19.9,27.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",2/1/2015,0,4.47,1145,42,20,290,290,15,19,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",3/1/2015,0.47,1.34,1101,36,19,120,140,8.1,11,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",4/1/2015,0.16,7.83,2309,59,34,280,290,31.1,40.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",5/1/2015,0,13.2,144,42,18,280,290,28,36.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",6/1/2015,0,2.46,1025,24,-2,140,200,8.1,11,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",7/1/2015,0,13.2,2116,23,1,300,290,23.9,36.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",8/1/2015,0,8.05,2353,20,5,190,220,14.1,21,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",9/1/2015,0,8.95,1334,32,10,250,250,21,33.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",10/1/2015,0,5.37,545,19,2,290,300,16.1,19.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",11/1/2015,0.01,2.01,1519,38,2,200,200,10.1,16.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",12/1/2015,0.6,2.91,2221,37,33,360,340,14.1,19,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",13/1/2015,0,7.83,336,36,14,360,360,18.1,25.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",14/1/2015,0,3.8,1109,26,18,360,350,8.1,10.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",15/1/2015,0,3.58,602,36,19,290,280,12.1,15,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",16/1/2015,0,9.4,1138,41,20,290,280,23.9,32,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",17/1/2015,0,5.82,2041,34,12,150,150,14.1,17,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",18/1/2015,0,1.79,1211,37,19,300,310,12.1,14.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",19/1/2015,0,7.16,1044,44,28,290,280,19.9,25.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",20/1/2015,0,1.34,1747,43,22,360,10,8.1,10.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",21/1/2015,0.01,2.24,852,32,19,90,70,8.1,10.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",22/1/2015,0,3.13,1645,38,29,290,300,12.1,16.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",23/1/2015,0.01,2.01,1224,39,17,200,210,10.1,15,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",24/1/2015,0.43,6.71,1837,40,32,300,300,18.1,25.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",25/1/2015,0.13,5.14,133,41,33,240,270,14.1,19.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",26/1/2015,0.01,9.17,521,33,23,80,80,18.1,21,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",27/1/2015,0,10.07,1601,31,21,310,310,21.9,29.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",28/1/2015,0,8.05,1227,32,6,290,300,18.1,25.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",29/1/2015,0,2.91,1457,32,2,150,150,17,21,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",30/1/2015,0,13.42,1549,36,15,310,310,25.1,34,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",31/1/2015,0,6.26,1211,27,6,310,310,18.1,21.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",1/2/2015,0,2.91,1551,39,6,130,200,12.1,17,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",2/2/2015,0.33,8.95,1539,42,18,310,310,29.1,40.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",3/2/2015,0,5.82,148,29,14,300,300,14.1,19.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",4/2/2015,0,1.12,1212,44,13,190,200,10.1,14.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",5/2/2015,0,10.74,1217,37,12,310,310,23.9,32,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",6/2/2015,0,4.7,1234,35,6,250,250,15,21.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",7/2/2015,0,2.01,1321,42,14,220,220,10.1,16.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",8/2/2015,0,0.67,2050,37,27,360,360,4.9,6,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",9/2/2015,0.06,7.16,1338,36,27,50,60,12.1,14.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",10/2/2015,0,8.28,1516,36,25,360,10,16.1,21,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",11/2/2015,0,2.24,143,39,16,350,350,8.9,11,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",12/2/2015,0,11.41,2132,37,13,300,310,28,36.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",13/2/2015,0,9.17,35,23,9,320,300,18.1,25.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",14/2/2015,0,8.05,1919,33,10,300,310,30,42.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",15/2/2015,0,17.67,709,15,3,310,310,31.1,40.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",16/2/2015,0,4.92,46,14,-1,320,320,17,23,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",17/2/2015,0,2.91,1133,25,-4,310,320,10.1,13,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",18/2/2015,0,6.49,1918,31,-5,290,290,25.1,36,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",19/2/2015,0,14.32,1610,16,2,300,280,25.1,36.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",20/2/2015,0,8.5,242,17,-1,300,300,21,27.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",21/2/2015,0,4.92,955,32,5,200,190,16.1,23.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",22/2/2015,0,1.12,2224,41,28,310,320,13,16.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",23/2/2015,0,10.74,1152,34,-5,320,320,21.9,30,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",24/2/2015,0,3.13,1430,23,-12,140,150,15,19,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",25/2/2015,0,2.46,1041,38,0,280,220,13,18.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",26/2/2015,0,4.47,1041,32,22,60,70,13,16.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",27/2/2015,0,6.71,1458,26,7,300,300,14.1,18.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",28/2/2015,0,1.79,1353,28,0,30,310,6.9,8.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",1/3/2015,0.11,2.46,1722,32,8,190,200,8.9,21.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",2/3/2015,0,8.95,940,36,21,310,290,25.9,34,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",3/3/2015,0.01,6.04,1558,34,13,150,150,16.1,21,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",4/3/2015,0.52,1.12,1135,49,34,240,250,10.1,16.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",5/3/2015,0.14,6.49,445,36,6,360,320,16.1,25.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",6/3/2015,0,2.68,211,21,-12,320,320,10.1,12.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",7/3/2015,0.15,5.59,1509,44,-12,200,200,18.1,25.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",8/3/2015,0,5.14,931,48,17,290,280,18.1,23,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",9/3/2015,0,1.79,940,56,29,200,280,8.1,11,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",10/3/2015,0.51,0.45,1736,46,25,290,290,6,6.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",11/3/2015,0.01,3.36,2300,59,34,290,290,12.1,15,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",12/3/2015,0,6.93,436,51,25,320,310,18.1,25.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",13/3/2015,0.22,4.25,1712,47,22,150,160,15,19,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",14/3/2015,0.63,2.24,2239,50,36,280,270,13,18.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",15/3/2015,0,12.08,1013,45,28,300,300,25.9,36,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",16/3/2015,0,1.12,1417,61,24,310,330,6.9,10.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",17/3/2015,0,13.87,1413,64,32,300,300,29.1,42.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",18/3/2015,0,11.41,1359,45,23,300,300,23.9,31.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",19/3/2015,0,2.68,1259,46,21,280,280,10.1,14.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",20/3/2015,0.35,4.92,817,37,32,100,110,10.1,13,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",21/3/2015,0,3.8,1404,55,26,350,250,14.1,19,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",22/3/2015,0,7.83,1430,48,27,310,320,19.9,25.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",23/3/2015,0,5.59,1424,43,21,350,360,13,19,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",24/3/2015,0,2.68,311,41,19,20,10,10.1,14.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",25/3/2015,0.04,3.8,1349,46,19,150,150,14.1,18.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",26/3/2015,0.47,5.37,1730,71,29,310,310,25.1,32,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",27/3/2015,0.06,8.28,2356,48,34,320,310,15,21.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",28/3/2015,0,12.53,1328,35,25,300,310,21.9,29.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",29/3/2015,0,6.26,1,45,20,310,310,13,18.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",30/3/2015,0,10.51,1610,58,35,290,280,23,33.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",31/3/2015,0.06,6.04,1215,62,28,200,200,19.9,25.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",1/4/2015,0,4.92,1234,56,22,300,290,16.1,23,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",2/4/2015,0.01,8.28,1039,69,26,200,190,18.1,28,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",3/4/2015,0.16,7.61,127,67,53,220,200,17,29.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",4/4/2015,0.01,12.97,943,64,30,310,320,31.1,38,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",5/4/2015,0,10.96,1322,64,32,200,210,23,32,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",6/4/2015,0,4.47,1459,76,29,190,190,21,28,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",7/4/2015,0,6.49,1815,73,48,50,50,17,23,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",8/4/2015,0.1,8.28,16,48,39,80,100,16.1,19.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",9/4/2015,0.03,6.93,2151,45,39,130,120,15,19.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",10/4/2015,0.01,5.82,2146,60,39,290,290,15,19,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",11/4/2015,0,10.07,1021,61,32,300,290,23.9,32,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",12/4/2015,0,3.36,1442,67,26,150,230,12.1,18.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",13/4/2015,0,6.26,1659,77,37,150,160,21,25.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",14/4/2015,0.1,4.92,331,64,42,200,210,14.1,21,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",15/4/2015,0,3.8,1209,67,35,350,310,15,19.9,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
"YORK AIRPORT, PA US",16/4/2015,0.05,5.82,1127,70,33,150,150,17,25.1,1,1,1,1,PENNSYLVANIA,2015,"26,000",0,0,0,0,0,0
